424	1	0.9	0.833333
10	0.9	0.8	0.777778
302	0.8	0.7	0.833333
272	0.7	0.7	0.833333
368	0.6	0.6	0.833333
117	0.6	0.6	0.777778
263	0.6	0.6	0.722222
284	0.6	0.5	0.888889
26	0.5	0.5	0.888889
92	0.5	0.5	0.833333
453	0.6	0.5	0.833333
411	0.7	0.5	0.833333
406	0.5	0.5	0.833333
326	0.7	0.5	0.833333
195	0.8	0.5	0.833333
338	0.5	0.5	0.777778
175	0.7	0.5	0.777778
169	0.7	0.5	0.722222
97	0.4	0.4	0.888889
412	0.4	0.4	0.888889
264	0.6	0.4	0.888889
225	0.4	0.4	0.888889
59	0.5	0.4	0.833333
366	0.5	0.4	0.833333
435	0.4	0.4	0.777778
398	0.4	0.4	0.777778
283	0.4	0.4	0.777778
275	0.6	0.4	0.777778
192	0.5	0.4	0.777778
173	0.6	0.4	0.777778
371	0.4	0.4	0.722222
179	0.4	0.4	0.722222
137	0.4	0.4	0.611111
437	0.3	0.3	0.944444
415	0.4	0.3	0.944444
27	0.3	0.3	0.944444
220	0.3	0.3	0.888889
81	0.3	0.3	0.833333
75	0.3	0.3	0.833333
430	0.3	0.3	0.833333
33	0.4	0.3	0.833333
314	0.4	0.3	0.833333
236	0.4	0.3	0.833333
224	0.4	0.3	0.833333
198	0.3	0.3	0.833333
157	0.3	0.3	0.833333
148	0.4	0.3	0.833333
392	0.4	0.3	0.777778
36	0.4	0.3	0.777778
270	0.5	0.3	0.777778
257	0.3	0.3	0.777778
245	0.3	0.3	0.777778
202	0.5	0.3	0.777778
159	0.3	0.3	0.777778
118	0.4	0.3	0.777778
82	0.6	0.3	0.722222
7	0.3	0.3	0.722222
286	0.3	0.3	0.722222
206	0.3	0.3	0.722222
19	0.4	0.3	0.722222
91	0.2	0.2	0.944444
120	0.4	0.2	0.944444
84	0.2	0.2	0.888889
456	0.3	0.2	0.888889
44	0.3	0.2	0.888889
243	0.2	0.2	0.888889
15	0.3	0.2	0.888889
109	0.2	0.2	0.888889
62	0.2	0.2	0.833333
58	0.5	0.2	0.833333
482	0.6	0.2	0.833333
474	0.2	0.2	0.833333
457	0.3	0.2	0.833333
438	0.4	0.2	0.833333
419	0.2	0.2	0.833333
409	0.2	0.2	0.833333
350	0.2	0.2	0.833333
336	0.2	0.2	0.833333
266	0.2	0.2	0.833333
24	0.2	0.2	0.833333
223	0.4	0.2	0.833333
182	0.3	0.2	0.833333
162	0.2	0.2	0.833333
146	0.4	0.2	0.833333
123	0.3	0.2	0.833333
119	0.3	0.2	0.833333
1	0.2	0.2	0.833333
68	0.3	0.2	0.777778
48	0.5	0.2	0.777778
475	0.2	0.2	0.777778
428	0.3	0.2	0.777778
417	0.2	0.2	0.777778
387	0.2	0.2	0.777778
360	0.2	0.2	0.777778
329	0.6	0.2	0.777778
204	0.2	0.2	0.777778
17	0.6	0.2	0.777778
158	0.2	0.2	0.777778
154	0.2	0.2	0.777778
136	0.5	0.2	0.777778
