1	0.250000
2	0.050000
3	0.100000
4	0.200000
5	0.000000
6	0.050000
7	0.200000
8	0.050000
9	0.150000
10	0.450000
11	0.050000
12	0.100000
13	0.100000
14	0.000000
15	0.100000
16	0.100000
17	0.100000
18	0.050000
19	0.350000
20	0.050000
21	0.300000
22	0.050000
23	0.050000
24	0.000000
25	0.150000
26	0.450000
27	0.050000
28	0.100000
29	0.300000
30	0.100000
31	0.050000
32	0.150000
33	0.300000
34	0.000000
35	0.050000
36	0.000000
37	0.100000
38	0.000000
39	0.000000
40	0.000000
41	0.000000
42	0.050000
43	0.050000
44	0.200000
45	0.150000
46	0.050000
47	0.100000
48	0.250000
49	0.050000
50	0.100000
51	0.000000
52	0.200000
53	0.000000
54	0.200000
55	0.150000
56	0.000000
57	0.000000
58	0.300000
59	0.150000
60	0.050000
61	0.200000
62	0.150000
63	0.200000
64	0.050000
65	0.200000
66	0.000000
67	0.100000
68	0.200000
69	0.100000
70	0.000000
71	0.050000
72	0.050000
73	0.050000
74	0.050000
75	0.300000
76	0.000000
77	0.050000
78	0.150000
79	0.000000
80	0.050000
81	0.250000
82	0.200000
83	0.000000
84	0.100000
85	0.100000
86	0.000000
87	0.200000
88	0.050000
89	0.000000
90	0.050000
91	0.050000
92	0.000000
93	0.000000
94	0.150000
95	0.000000
96	0.150000
97	0.400000
98	0.000000
99	0.050000
100	0.000000
101	0.100000
102	0.000000
103	0.050000
104	0.100000
105	0.100000
106	0.250000
107	0.050000
108	0.050000
109	0.250000
110	0.000000
111	0.050000
112	0.000000
113	0.300000
114	0.200000
115	0.050000
116	0.000000
117	0.400000
118	0.200000
119	0.100000
120	0.250000
121	0.150000
122	0.150000
123	0.300000
124	0.050000
125	0.400000
126	0.000000
127	0.200000
128	0.000000
129	0.050000
130	0.250000
131	0.300000
132	0.000000
133	0.100000
134	0.150000
135	0.050000
136	0.150000
137	0.050000
138	0.200000
139	0.150000
140	0.150000
141	0.000000
142	0.100000
143	0.100000
144	0.000000
145	0.050000
146	0.250000
147	0.050000
148	0.300000
149	0.150000
150	0.150000
151	0.050000
152	0.050000
153	0.050000
154	0.050000
155	0.050000
156	0.050000
157	0.200000
158	0.050000
159	0.100000
160	0.000000
161	0.050000
162	0.050000
163	0.000000
164	0.000000
165	0.000000
166	0.050000
167	0.100000
168	0.050000
169	0.050000
170	0.050000
171	0.100000
172	0.200000
173	0.450000
174	0.150000
175	0.300000
176	0.100000
177	0.200000
178	0.100000
179	0.000000
180	0.000000
181	0.150000
182	0.150000
183	0.050000
184	0.100000
185	0.100000
186	0.000000
187	0.500000
188	0.050000
189	0.000000
190	0.000000
191	0.100000
192	0.400000
193	0.150000
194	0.350000
195	0.650000
196	0.150000
197	0.150000
198	0.100000
199	0.200000
200	0.100000
201	0.100000
202	0.000000
203	0.000000
204	0.050000
205	0.150000
206	0.000000
207	0.050000
208	0.050000
209	0.050000
210	0.100000
211	0.150000
212	0.050000
213	0.050000
214	0.100000
215	0.100000
216	0.200000
217	0.000000
218	0.100000
219	0.000000
220	0.100000
221	0.050000
222	0.200000
223	0.100000
224	0.300000
225	0.100000
226	0.150000
227	0.000000
228	0.150000
229	0.100000
230	0.050000
231	0.150000
232	0.300000
233	0.150000
234	0.050000
235	0.100000
236	0.200000
237	0.150000
238	0.150000
239	0.200000
240	0.100000
241	0.000000
242	0.000000
243	0.100000
244	0.000000
245	0.350000
246	0.100000
247	0.000000
248	0.000000
249	0.100000
250	0.000000
251	0.000000
252	0.000000
253	0.100000
254	0.150000
255	0.300000
256	0.000000
257	0.100000
258	0.150000
259	0.050000
260	0.000000
261	0.000000
262	0.050000
263	0.250000
264	0.650000
265	0.000000
266	0.000000
267	0.000000
268	0.050000
269	0.000000
270	0.150000
271	0.200000
272	0.050000
273	0.300000
274	0.000000
275	0.100000
276	0.000000
277	0.000000
278	0.150000
279	0.050000
280	0.100000
281	0.200000
282	0.100000
283	0.050000
284	0.300000
285	0.000000
286	0.000000
287	0.100000
288	0.150000
289	0.050000
290	0.050000
291	0.050000
292	0.100000
293	0.150000
294	0.000000
295	0.000000
296	0.050000
297	0.000000
298	0.000000
299	0.250000
300	0.050000
301	0.000000
302	0.150000
303	0.000000
304	0.100000
305	0.000000
306	0.150000
307	0.100000
308	0.000000
309	0.200000
310	0.050000
311	0.150000
312	0.100000
313	0.050000
314	0.300000
315	0.000000
316	0.150000
317	0.000000
318	0.000000
319	0.300000
320	0.150000
321	0.100000
322	0.000000
323	0.200000
324	0.000000
325	0.000000
326	0.550000
327	0.000000
328	0.000000
329	0.250000
330	0.000000
331	0.250000
332	0.050000
333	0.100000
334	0.000000
335	0.000000
336	0.300000
337	0.150000
338	0.250000
339	0.100000
340	0.000000
341	0.000000
342	0.350000
343	0.100000
344	0.100000
345	0.050000
346	0.050000
347	0.000000
348	0.000000
349	0.350000
350	0.050000
351	0.050000
352	0.050000
353	0.050000
354	0.100000
355	0.250000
356	0.000000
357	0.000000
358	0.150000
359	0.100000
360	0.100000
361	0.150000
362	0.150000
363	0.150000
364	0.000000
365	0.250000
366	0.500000
367	0.150000
368	0.300000
369	0.100000
370	0.050000
371	0.100000
372	0.100000
373	0.250000
374	0.000000
375	0.050000
376	0.100000
377	0.200000
378	0.100000
379	0.100000
380	0.000000
381	0.200000
382	0.000000
383	0.000000
384	0.250000
385	0.250000
386	0.100000
387	0.000000
388	0.100000
389	0.000000
390	0.650000
391	0.050000
392	0.200000
393	0.050000
394	0.050000
395	0.100000
396	0.000000
397	0.000000
398	0.100000
399	0.000000
400	0.000000
401	0.050000
402	0.100000
403	0.350000
404	0.050000
405	0.000000
406	0.450000
407	0.000000
408	0.100000
409	0.050000
410	0.050000
411	0.500000
412	0.250000
413	0.000000
414	0.000000
415	0.200000
416	0.000000
417	0.100000
418	0.000000
419	0.100000
420	0.000000
421	0.000000
422	0.100000
423	0.000000
424	0.550000
425	0.050000
426	0.000000
427	0.100000
428	0.100000
429	0.050000
430	0.150000
431	0.100000
432	0.250000
433	0.000000
434	0.100000
435	0.400000
436	0.000000
437	0.000000
438	0.350000
439	0.050000
440	0.000000
441	0.000000
442	0.150000
443	0.050000
444	0.000000
445	0.050000
446	0.100000
447	0.000000
448	0.100000
449	0.050000
450	0.050000
451	0.150000
452	0.000000
453	0.400000
454	0.150000
455	0.100000
456	0.150000
457	0.150000
458	0.250000
459	0.000000
460	0.050000
461	0.400000
462	0.150000
463	0.050000
464	0.000000
465	0.050000
466	0.100000
467	0.000000
468	0.000000
469	0.150000
470	0.250000
471	0.050000
472	0.050000
473	0.150000
474	0.000000
475	0.000000
476	0.200000
477	0.050000
478	0.100000
479	0.300000
480	0.200000
481	0.200000
482	0.250000
483	0.000000
484	0.000000
485	0.000000
486	0.100000
487	0.000000
488	0.000000
489	0.150000
490	0.100000
491	0.000000
492	0.200000
493	0.150000
494	0.050000
495	0.100000
496	0.150000
497	0.000000
498	0.050000
499	0.000000
500	0.100000
501	0.000000
502	0.000000
503	0.000000
504	0.000000
505	0.000000
506	0.000000
507	0.100000
508	0.000000
509	0.250000
510	0.000000
511	0.000000
512	0.000000
513	0.050000
514	0.000000
515	0.000000
516	0.100000
517	0.000000
518	0.100000
519	0.050000
520	0.000000
521	0.000000
522	0.150000
523	0.000000
524	0.000000
525	0.000000
526	0.200000
527	0.000000
528	0.100000
529	0.350000
530	0.050000
531	0.300000
532	0.000000
533	0.450000
534	0.100000
535	0.100000
536	0.200000
537	0.200000
538	0.000000
539	0.100000
540	0.150000
541	0.050000
542	0.200000
543	0.150000
544	0.150000
545	0.050000
546	0.050000
547	0.250000
548	0.000000
549	0.100000
550	0.050000
551	0.100000
552	0.000000
553	0.100000
554	0.000000
555	0.000000
556	0.050000
557	0.050000
558	0.100000
559	0.050000
560	0.100000
561	0.000000
562	0.250000
563	0.150000
564	0.150000
565	0.100000
566	0.350000
567	0.150000
568	0.050000
569	0.000000
570	0.150000
571	0.000000
572	0.050000
573	0.050000
574	0.150000
575	0.300000
576	0.050000
577	0.050000
578	0.150000
579	0.100000
580	0.100000
581	0.050000
582	0.150000
583	0.000000
584	0.100000
585	0.350000
586	0.100000
587	0.100000
588	0.400000
589	0.000000
590	0.050000
591	0.300000
592	0.000000
593	0.100000
594	0.150000
595	0.000000
596	0.150000
597	0.150000
598	0.000000
599	0.100000
600	0.000000
601	0.100000
602	0.200000
603	0.000000
604	0.050000
605	0.050000
606	0.000000
607	0.000000
608	0.050000
609	0.250000
610	0.200000
611	0.150000
612	0.200000
613	0.000000
614	0.300000
615	0.000000
616	0.050000
617	0.000000
618	0.000000
619	0.000000
620	0.050000
621	0.000000
622	0.050000
623	0.250000
624	0.350000
625	0.000000
626	0.000000
627	0.300000
628	0.100000
629	0.700000
630	0.250000
631	0.100000
632	0.200000
633	0.050000
634	0.250000
635	0.000000
636	0.000000
637	0.300000
638	0.100000
639	0.350000
640	0.100000
641	0.200000
642	0.000000
643	0.100000
644	0.050000
645	0.000000
646	0.150000
647	0.200000
648	0.150000
649	0.150000
650	0.000000
651	0.250000
652	0.000000
653	0.000000
654	0.000000
