26	0.7	0.5	0.5
195	0.7	0.5	0.722222
195	0.7	0.4	0.722222
366	0.6	0.5	0.944444
326	0.6	0.5	0.722222
326	0.6	0.4	0.722222
264	0.6	0.6	0.833333
264	0.6	0.5	0.777778
263	0.6	0.5	0.777778
245	0.6	0.5	0.888889
173	0.6	0.3	0.666667
10	0.6	0.3	0.833333
58	0.5	0.2	0.944444
424	0.5	0.5	0.888889
424	0.5	0.5	0.833333
411	0.5	0.5	0.611111
349	0.5	0.1	0.777778
342	0.5	0.3	0.777778
338	0.5	0.5	0.777778
26	0.5	0.3	0.555556
245	0.5	0.4	0.777778
173	0.5	0.2	0.777778
10	0.5	0.3	0.833333
97	0.4	0.3	0.611111
78	0.4	0.3	0.5
58	0.4	0.2	0.777778
461	0.4	0.3	0.777778
461	0.4	0.3	0.777778
435	0.4	0.4	0.611111
435	0.4	0.4	0.611111
412	0.4	0.4	0.944444
411	0.4	0.4	0.666667
406	0.4	0.2	0.722222
403	0.4	0.2	0.777778
385	0.4	0.2	0.666667
368	0.4	0.4	0.5
349	0.4	0.1	0.666667
338	0.4	0.4	0.722222
336	0.4	0.3	0.777778
329	0.4	0.2	0.777778
323	0.4	0.3	0.666667
309	0.4	0.1	0.722222
302	0.4	0.1	0.833333
284	0.4	0.3	0.777778
275	0.4	0.3	0.888889
187	0.4	0.2	0.388889
175	0.4	0.3	0.555556
16	0.4	0.2	0.555556
16	0.4	0.1	0.666667
148	0.4	0.4	0.833333
146	0.4	0.2	0.833333
134	0.4	0.1	0.777778
134	0.4	0	0.722222
125	0.4	0.3	0.833333
117	0.4	0.2	0.888889
109	0.4	0.4	0.833333
97	0.3	0.2	0.666667
94	0.3	0.2	0.555556
75	0.3	0.2	0.444444
75	0.3	0.2	0.388889
62	0.3	0.2	0.888889
62	0.3	0.2	0.777778
59	0.3	0.2	0.611111
59	0.3	0.1	0.611111
48	0.3	0	0.722222
453	0.3	0.3	0.888889
45	0.3	0.1	0.333333
45	0.3	0.1	0.277778
442	0.3	0.2	0.666667
412	0.3	0.3	0.888889
406	0.3	0.2	0.944444
403	0.3	0.2	0.666667
392	0.3	0.2	0.833333
392	0.3	0.2	0.666667
390	0.3	0.2	0.277778
373	0.3	0.1	0.833333
368	0.3	0.3	0.5
365	0.3	0	0.388889
358	0.3	0.3	0.833333
342	0.3	0	0.777778
331	0.3	0.3	0.5
331	0.3	0.3	0.5
33	0.3	0.2	0.777778
33	0.3	0.2	0.611111
323	0.3	0.2	0.666667
32	0.3	0.2	0.555556
320	0.3	0.1	0.833333
316	0.3	0.3	0.833333
314	0.3	0.2	0.722222
314	0.3	0.2	0.666667
302	0.3	0.3	0.777778
299	0.3	0.2	0.777778
299	0.3	0.2	0.777778
284	0.3	0.1	0.666667
263	0.3	0.2	0.888889
255	0.3	0.1	0.833333
255	0.3	0.1	0.833333
249	0.3	0	0.722222
232	0.3	0.3	0.555556
232	0.3	0.3	0.5
231	0.3	0.2	0.888889
224	0.3	0.2	0.666667
220	0.3	0.2	0.777778
216	0.3	0	0.666667
214	0.3	0.1	0.555556
210	0.3	0.1	0.666667
192	0.3	0.1	0.888889
192	0.3	0.1	0.833333
19	0.3	0.2	0.833333
181	0.3	0.2	0.833333
176	0.3	0	0.722222
176	0.3	0	0.611111
157	0.3	0.3	0.833333
157	0.3	0.3	0.722222
149	0.3	0	0.777778
149	0.3	0	0.777778
131	0.3	0.2	0.722222
125	0.3	0.2	0.722222
123	0.3	0.1	0.777778
118	0.3	0.2	0.833333
118	0.3	0.1	0.833333
109	0.3	0.3	0.777778
106	0.3	0.2	0.388889
106	0.3	0.1	0.444444
96	0.2	0	0.777778
94	0.2	0.1	0.666667
90	0.2	0.1	0.666667
85	0.2	0.1	0.611111
84	0.2	0.2	0.666667
82	0.2	0	0.666667
81	0.2	0.2	0.777778
78	0.2	0.2	0.444444
77	0.2	0.2	0.722222
68	0.2	0.2	0.611111
67	0.2	0.2	0.722222
65	0.2	0.1	0.777778
61	0.2	0.2	0.611111
61	0.2	0.2	0.555556
54	0.2	0.2	0.611111
52	0.2	0.1	0.611111
496	0.2	0.1	0.833333
496	0.2	0	0.833333
492	0.2	0.1	0.666667
492	0.2	0.1	0.666667
490	0.2	0	0.666667
486	0.2	0	0.611111
482	0.2	0	0.555556
481	0.2	0.1	0.777778
48	0.2	0	0.722222
480	0.2	0.1	0.833333
479	0.2	0.2	0.833333
479	0.2	0.1	1
476	0.2	0	0.833333
476	0.2	0	0.777778
47	0.2	0.1	0.722222
470	0.2	0.2	0.777778
469	0.2	0.2	0.777778
465	0.2	0.1	0.888889
462	0.2	0.1	0.833333
458	0.2	0	0.888889
457	0.2	0.1	0.888889
457	0.2	0.1	0.777778
454	0.2	0.1	0.666667
454	0.2	0	0.722222
453	0.2	0.2	0.777778
451	0.2	0.2	0.722222
451	0.2	0.2	0.611111
444	0.2	0.2	0.777778
44	0.2	0.1	0.888889
434	0.2	0.2	0.666667
434	0.2	0.1	0.722222
431	0.2	0.1	0.722222
428	0.2	0	0.5
423	0.2	0.1	0.666667
420	0.2	0.2	0.777778
415	0.2	0.2	0.777778
408	0.2	0.1	0.666667
408	0.2	0.1	0.611111
4	0.2	0.1	0.888889
4	0.2	0.1	0.833333
395	0.2	0.1	0.555556
39	0.2	0.1	0.722222
390	0.2	0.1	0.333333
388	0.2	0	0.666667
388	0.2	0	0.555556
386	0.2	0.1	0.611111
386	0.2	0.1	0.555556
385	0.2	0.1	0.666667
384	0.2	0.1	0.611111
379	0.2	0.2	0.611111
373	0.2	0	0.722222
372	0.2	0.1	0.777778
372	0.2	0.1	0.722222
371	0.2	0.1	0.833333
371	0.2	0.1	0.777778
369	0.2	0.2	0.444444
366	0.2	0.1	0.944444
365	0.2	0.1	0.5
363	0.2	0.1	0.555556
363	0.2	0.1	0.555556
361	0.2	0	0.722222
361	0.2	0	0.722222
360	0.2	0.2	0.722222
359	0.2	0	0.833333
359	0.2	0	0.777778
355	0.2	0.1	0.666667
355	0.2	0.1	0.555556
350	0.2	0.1	0.777778
337	0.2	0	0.833333
332	0.2	0.1	0.555556
329	0.2	0	0.777778
328	0.2	0.1	0.666667
319	0.2	0.1	0.5
312	0.2	0.2	0.611111
312	0.2	0.2	0.555556
311	0.2	0.1	0.833333
309	0.2	0	0.666667
29	0.2	0.1	0.833333
29	0.2	0.1	0.722222
288	0.2	0.2	0.611111
281	0.2	0.2	0.555556
28	0.2	0	0.888889
280	0.2	0	0.444444
278	0.2	0	0.444444
273	0.2	0.2	0.833333
273	0.2	0.1	0.888889
272	0.2	0.1	0.777778
271	0.2	0	0.777778
271	0.2	0	0.666667
270	0.2	0.2	0.722222
